date,type,amount,category,description
2024-06-25 16:00:00,purchase,488.4,healthcare,Transaction 4240
2024-06-25 17:00:00,refund,7.73,entertainment,Transaction 4241
2024-06-25 18:00:00,purchase,54.18,utilities,Transaction 4242
2024-06-25 19:00:00,purchase,19.19,groceries,Transaction 4243
2024-06-25 20:00:00,withdrawal,106.59,entertainment,Transaction 4244
2024-06-25 21:00:00,refund,411.12,utilities,Transaction 4245
2024-06-25 22:00:00,withdrawal,177.2,entertainment,Transaction 4246
2024-06-25 23:00:00,purchase,222.69,groceries,Transaction 4247
2024-06-26 00:00:00,refund,220.48,entertainment,Transaction 4248
2024-06-26 01:00:00,purchase,162.98,utilities,Transaction 4249
2024-06-26 02:00:00,purchase,20.18,entertainment,Transaction 4250
2024-06-26 03:00:00,purchase,218.92,entertainment,Transaction 4251
2024-06-26 04:00:00,purchase,194.64,healthcare,Transaction 4252
2024-06-26 05:00:00,refund,457.96,transport,Transaction 4253
2024-06-26 06:00:00,purchase,432.97,utilities,Transaction 4254
2024-06-26 07:00:00,withdrawal,106.32,groceries,Transaction 4255
2024-06-26 08:00:00,purchase,77.5,entertainment,Transaction 4256
2024-06-26 09:00:00,refund,58.68,entertainment,Transaction 4257
2024-06-26 10:00:00,withdrawal,285.63,groceries,Transaction 4258
2024-06-26 11:00:00,purchase,207.35,utilities,Transaction 4259
2024-06-26 12:00:00,withdrawal,370.94,healthcare,Transaction 4260
2024-06-26 13:00:00,withdrawal,95.84,entertainment,Transaction 4261
2024-06-26 14:00:00,refund,76.84,entertainment,Transaction 4262
2024-06-26 15:00:00,refund,446.93,healthcare,Transaction 4263
2024-06-26 16:00:00,purchase,238.98,entertainment,Transaction 4264
2024-06-26 17:00:00,purchase,165.48,groceries,Transaction 4265
2024-06-26 18:00:00,purchase,275.49,groceries,Transaction 4266
2024-06-26 19:00:00,refund,127.32,entertainment,Transaction 4267
2024-06-26 20:00:00,withdrawal,65.11,entertainment,Transaction 4268
2024-06-26 21:00:00,withdrawal,167.18,utilities,Transaction 4269
2024-06-26 22:00:00,withdrawal,370.07,healthcare,Transaction 4270
2024-06-26 23:00:00,refund,365.38,utilities,Transaction 4271
2024-06-27 00:00:00,withdrawal,483.54,utilities,Transaction 4272
2024-06-27 01:00:00,purchase,38.83,groceries,Transaction 4273
2024-06-27 02:00:00,refund,187.03,transport,Transaction 4274
2024-06-27 03:00:00,purchase,247.04,transport,Transaction 4275
2024-06-27 04:00:00,refund,113.23,utilities,Transaction 4276
2024-06-27 05:00:00,purchase,264.88,utilities,Transaction 4277
2024-06-27 06:00:00,withdrawal,342.44,entertainment,Transaction 4278
2024-06-27 07:00:00,withdrawal,293.71,transport,Transaction 4279
2024-06-27 08:00:00,withdrawal,362.12,utilities,Transaction 4280
2024-06-27 09:00:00,refund,478.32,transport,Transaction 4281
2024-06-27 10:00:00,purchase,166.59,utilities,Transaction 4282
2024-06-27 11:00:00,withdrawal,391.57,healthcare,Transaction 4283
2024-06-27 12:00:00,purchase,394.23,entertainment,Transaction 4284
2024-06-27 13:00:00,purchase,232.71,transport,Transaction 4285
2024-06-27 14:00:00,purchase,249.96,entertainment,Transaction 4286
2024-06-27 15:00:00,purchase,380.08,entertainment,Transaction 4287
2024-06-27 16:00:00,purchase,207.47,utilities,Transaction 4288
2024-06-27 17:00:00,withdrawal,309.44,healthcare,Transaction 4289
2024-06-27 18:00:00,withdrawal,73.95,entertainment,Transaction 4290
2024-06-27 19:00:00,purchase,300.68,entertainment,Transaction 4291
2024-06-27 20:00:00,withdrawal,316.24,entertainment,Transaction 4292
2024-06-27 21:00:00,refund,205.21,utilities,Transaction 4293
2024-06-27 22:00:00,purchase,394.26,transport,Transaction 4294
2024-06-27 23:00:00,purchase,30.06,transport,Transaction 4295
2024-06-28 00:00:00,purchase,245.79,entertainment,Transaction 4296
2024-06-28 01:00:00,refund,348.76,entertainment,Transaction 4297
2024-06-28 02:00:00,purchase,392.92,groceries,Transaction 4298
2024-06-28 03:00:00,purchase,29.74,entertainment,Transaction 4299
2024-06-28 04:00:00,purchase,312.45,groceries,Transaction 4300
2024-06-28 05:00:00,withdrawal,26.89,utilities,Transaction 4301
2024-06-28 06:00:00,refund,49.54,healthcare,Transaction 4302
2024-06-28 07:00:00,purchase,281.42,utilities,Transaction 4303
2024-06-28 08:00:00,refund,228.34,healthcare,Transaction 4304
2024-06-28 09:00:00,purchase,283.62,healthcare,Transaction 4305
2024-06-28 10:00:00,refund,439.8,healthcare,Transaction 4306
2024-06-28 11:00:00,withdrawal,183.98,healthcare,Transaction 4307
2024-06-28 12:00:00,withdrawal,474.15,groceries,Transaction 4308
2024-06-28 13:00:00,refund,431.03,healthcare,Transaction 4309
2024-06-28 14:00:00,purchase,314.33,healthcare,Transaction 4310
2024-06-28 15:00:00,purchase,438.57,transport,Transaction 4311
2024-06-28 16:00:00,purchase,362.36,healthcare,Transaction 4312
2024-06-28 17:00:00,refund,431.02,groceries,Transaction 4313
2024-06-28 18:00:00,withdrawal,94.39,entertainment,Transaction 4314
2024-06-28 19:00:00,purchase,323.86,utilities,Transaction 4315
2024-06-28 20:00:00,withdrawal,270.86,groceries,Transaction 4316
2024-06-28 21:00:00,withdrawal,61.46,transport,Transaction 4317
2024-06-28 22:00:00,refund,49.31,groceries,Transaction 4318
2024-06-28 23:00:00,refund,28.58,healthcare,Transaction 4319
2024-06-29 00:00:00,purchase,266.66,groceries,Transaction 4320
2024-06-29 01:00:00,purchase,107.72,groceries,Transaction 4321
2024-06-29 02:00:00,withdrawal,352.62,entertainment,Transaction 4322
2024-06-29 03:00:00,refund,138.7,transport,Transaction 4323
2024-06-29 04:00:00,withdrawal,391.34,utilities,Transaction 4324
2024-06-29 05:00:00,withdrawal,325.53,groceries,Transaction 4325
2024-06-29 06:00:00,purchase,313.41,healthcare,Transaction 4326
2024-06-29 07:00:00,refund,495.62,healthcare,Transaction 4327
2024-06-29 08:00:00,withdrawal,398.93,utilities,Transaction 4328
2024-06-29 09:00:00,withdrawal,117.2,transport,Transaction 4329
2024-06-29 10:00:00,refund,12.67,entertainment,Transaction 4330
2024-06-29 11:00:00,withdrawal,474.36,groceries,Transaction 4331
2024-06-29 12:00:00,purchase,24.75,utilities,Transaction 4332
2024-06-29 13:00:00,purchase,283.01,groceries,Transaction 4333
2024-06-29 14:00:00,refund,434.33,healthcare,Transaction 4334
2024-06-29 15:00:00,refund,227.7,entertainment,Transaction 4335
2024-06-29 16:00:00,withdrawal,312.21,groceries,Transaction 4336
2024-06-29 17:00:00,purchase,107.92,healthcare,Transaction 4337
2024-06-29 18:00:00,refund,404.23,groceries,Transaction 4338
2024-06-29 19:00:00,refund,252.1,healthcare,Transaction 4339
2024-06-29 20:00:00,withdrawal,124.29,healthcare,Transaction 4340
2024-06-29 21:00:00,purchase,490.5,transport,Transaction 4341
2024-06-29 22:00:00,withdrawal,200.66,healthcare,Transaction 4342
2024-06-29 23:00:00,withdrawal,397.64,utilities,Transaction 4343
2024-06-30 00:00:00,purchase,481.74,healthcare,Transaction 4344
2024-06-30 01:00:00,refund,282.18,healthcare,Transaction 4345
2024-06-30 02:00:00,refund,264.78,groceries,Transaction 4346
2024-06-30 03:00:00,refund,434.08,healthcare,Transaction 4347
2024-06-30 04:00:00,refund,344.67,groceries,Transaction 4348
2024-06-30 05:00:00,purchase,403.36,utilities,Transaction 4349
2024-06-30 06:00:00,withdrawal,242.18,utilities,Transaction 4350
2024-06-30 07:00:00,purchase,188.42,utilities,Transaction 4351
2024-06-30 08:00:00,withdrawal,165.11,groceries,Transaction 4352
2024-06-30 09:00:00,purchase,344.3,groceries,Transaction 4353
2024-06-30 10:00:00,withdrawal,411.27,entertainment,Transaction 4354
2024-06-30 11:00:00,withdrawal,234.06,utilities,Transaction 4355
2024-06-30 12:00:00,refund,440.31,healthcare,Transaction 4356
2024-06-30 13:00:00,refund,457.32,entertainment,Transaction 4357
2024-06-30 14:00:00,refund,81.04,healthcare,Transaction 4358
2024-06-30 15:00:00,purchase,376.27,healthcare,Transaction 4359
2024-06-30 16:00:00,withdrawal,75.83,healthcare,Transaction 4360
2024-06-30 17:00:00,withdrawal,407.55,groceries,Transaction 4361
2024-06-30 18:00:00,purchase,299.23,utilities,Transaction 4362
2024-06-30 19:00:00,refund,199.48,utilities,Transaction 4363
2024-06-30 20:00:00,withdrawal,317.82,transport,Transaction 4364
2024-06-30 21:00:00,purchase,303.12,transport,Transaction 4365
2024-06-30 22:00:00,refund,27.67,healthcare,Transaction 4366
2024-06-30 23:00:00,purchase,467.69,healthcare,Transaction 4367
2024-07-01 00:00:00,refund,488.94,entertainment,Transaction 4368
2024-07-01 01:00:00,withdrawal,369.92,healthcare,Transaction 4369
2024-07-01 02:00:00,refund,34.18,healthcare,Transaction 4370
2024-07-01 03:00:00,purchase,434.17,groceries,Transaction 4371
2024-07-01 04:00:00,refund,433.82,groceries,Transaction 4372
2024-07-01 05:00:00,purchase,126.09,groceries,Transaction 4373
2024-07-01 06:00:00,purchase,461.93,groceries,Transaction 4374
2024-07-01 07:00:00,withdrawal,165.24,entertainment,Transaction 4375
2024-07-01 08:00:00,refund,132.29,entertainment,Transaction 4376
2024-07-01 09:00:00,purchase,389.16,groceries,Transaction 4377
2024-07-01 10:00:00,refund,404.88,transport,Transaction 4378
2024-07-01 11:00:00,withdrawal,494.31,utilities,Transaction 4379
2024-07-01 12:00:00,purchase,339.71,groceries,Transaction 4380
2024-07-01 13:00:00,refund,374.14,healthcare,Transaction 4381
2024-07-01 14:00:00,refund,78.84,groceries,Transaction 4382
2024-07-01 15:00:00,withdrawal,372.37,healthcare,Transaction 4383
2024-07-01 16:00:00,refund,84.66,healthcare,Transaction 4384
2024-07-01 17:00:00,refund,309.49,healthcare,Transaction 4385
2024-07-01 18:00:00,withdrawal,133.57,transport,Transaction 4386
2024-07-01 19:00:00,refund,247.08,entertainment,Transaction 4387
2024-07-01 20:00:00,refund,277.27,utilities,Transaction 4388
2024-07-01 21:00:00,refund,126.8,utilities,Transaction 4389
2024-07-01 22:00:00,purchase,302.0,groceries,Transaction 4390
2024-07-01 23:00:00,purchase,22.92,transport,Transaction 4391
2024-07-02 00:00:00,refund,22.2,healthcare,Transaction 4392
2024-07-02 01:00:00,purchase,94.25,transport,Transaction 4393
2024-07-02 02:00:00,purchase,496.33,healthcare,Transaction 4394
2024-07-02 03:00:00,purchase,96.84,groceries,Transaction 4395
2024-07-02 04:00:00,refund,347.37,healthcare,Transaction 4396
2024-07-02 05:00:00,purchase,131.7,transport,Transaction 4397
2024-07-02 06:00:00,refund,225.34,entertainment,Transaction 4398
2024-07-02 07:00:00,purchase,480.62,healthcare,Transaction 4399
2024-07-02 08:00:00,purchase,156.66,utilities,Transaction 4400
2024-07-02 09:00:00,refund,312.9,groceries,Transaction 4401
2024-07-02 10:00:00,refund,289.95,healthcare,Transaction 4402
2024-07-02 11:00:00,withdrawal,341.98,entertainment,Transaction 4403
2024-07-02 12:00:00,purchase,33.89,groceries,Transaction 4404
2024-07-02 13:00:00,purchase,225.09,utilities,Transaction 4405
2024-07-02 14:00:00,refund,83.78,groceries,Transaction 4406
2024-07-02 15:00:00,purchase,82.69,groceries,Transaction 4407
2024-07-02 16:00:00,withdrawal,177.4,healthcare,Transaction 4408
2024-07-02 17:00:00,purchase,7.61,utilities,Transaction 4409
2024-07-02 18:00:00,refund,180.67,groceries,Transaction 4410
2024-07-02 19:00:00,withdrawal,392.01,utilities,Transaction 4411
2024-07-02 20:00:00,withdrawal,205.08,groceries,Transaction 4412
2024-07-02 21:00:00,refund,161.83,healthcare,Transaction 4413
2024-07-02 22:00:00,purchase,312.59,utilities,Transaction 4414
2024-07-02 23:00:00,withdrawal,113.41,entertainment,Transaction 4415
2024-07-03 00:00:00,refund,14.79,utilities,Transaction 4416
2024-07-03 01:00:00,refund,63.6,healthcare,Transaction 4417
2024-07-03 02:00:00,withdrawal,479.21,entertainment,Transaction 4418
2024-07-03 03:00:00,withdrawal,103.28,transport,Transaction 4419
2024-07-03 04:00:00,withdrawal,79.46,entertainment,Transaction 4420
2024-07-03 05:00:00,purchase,317.89,transport,Transaction 4421
2024-07-03 06:00:00,withdrawal,287.39,healthcare,Transaction 4422
2024-07-03 07:00:00,purchase,110.51,utilities,Transaction 4423
2024-07-03 08:00:00,withdrawal,313.3,transport,Transaction 4424
2024-07-03 09:00:00,refund,88.85,utilities,Transaction 4425
2024-07-03 10:00:00,withdrawal,472.48,transport,Transaction 4426
2024-07-03 11:00:00,refund,91.5,groceries,Transaction 4427
2024-07-03 12:00:00,refund,340.53,entertainment,Transaction 4428
2024-07-03 13:00:00,refund,337.34,transport,Transaction 4429
2024-07-03 14:00:00,purchase,46.82,utilities,Transaction 4430
2024-07-03 15:00:00,refund,352.18,healthcare,Transaction 4431
2024-07-03 16:00:00,purchase,455.71,transport,Transaction 4432
2024-07-03 17:00:00,withdrawal,279.79,transport,Transaction 4433
2024-07-03 18:00:00,purchase,271.12,entertainment,Transaction 4434
2024-07-03 19:00:00,purchase,149.22,groceries,Transaction 4435
2024-07-03 20:00:00,refund,294.98,entertainment,Transaction 4436
2024-07-03 21:00:00,purchase,223.37,groceries,Transaction 4437
2024-07-03 22:00:00,refund,353.88,utilities,Transaction 4438
2024-07-03 23:00:00,refund,129.27,utilities,Transaction 4439
2024-07-04 00:00:00,purchase,239.89,entertainment,Transaction 4440
2024-07-04 01:00:00,refund,218.62,utilities,Transaction 4441
2024-07-04 02:00:00,withdrawal,301.77,healthcare,Transaction 4442
2024-07-04 03:00:00,refund,118.29,healthcare,Transaction 4443
2024-07-04 04:00:00,refund,224.35,healthcare,Transaction 4444
2024-07-04 05:00:00,purchase,236.57,groceries,Transaction 4445
2024-07-04 06:00:00,purchase,113.78,entertainment,Transaction 4446
2024-07-04 07:00:00,refund,118.8,healthcare,Transaction 4447
2024-07-04 08:00:00,withdrawal,275.38,entertainment,Transaction 4448
2024-07-04 09:00:00,withdrawal,411.72,transport,Transaction 4449
2024-07-04 10:00:00,purchase,50.73,healthcare,Transaction 4450
2024-07-04 11:00:00,refund,84.2,groceries,Transaction 4451
2024-07-04 12:00:00,purchase,113.45,healthcare,Transaction 4452
2024-07-04 13:00:00,purchase,471.46,groceries,Transaction 4453
2024-07-04 14:00:00,withdrawal,178.01,transport,Transaction 4454
2024-07-04 15:00:00,refund,206.97,transport,Transaction 4455
2024-07-04 16:00:00,purchase,377.95,transport,Transaction 4456
2024-07-04 17:00:00,withdrawal,133.63,entertainment,Transaction 4457
2024-07-04 18:00:00,refund,497.98,transport,Transaction 4458
2024-07-04 19:00:00,refund,494.95,entertainment,Transaction 4459
2024-07-04 20:00:00,withdrawal,159.95,entertainment,Transaction 4460
2024-07-04 21:00:00,purchase,214.99,transport,Transaction 4461
2024-07-04 22:00:00,refund,179.11,healthcare,Transaction 4462
2024-07-04 23:00:00,purchase,181.9,healthcare,Transaction 4463
2024-07-05 00:00:00,refund,270.82,healthcare,Transaction 4464
2024-07-05 01:00:00,refund,237.44,groceries,Transaction 4465
2024-07-05 02:00:00,refund,41.05,utilities,Transaction 4466
2024-07-05 03:00:00,purchase,368.24,transport,Transaction 4467
2024-07-05 04:00:00,refund,392.0,healthcare,Transaction 4468
2024-07-05 05:00:00,refund,170.03,transport,Transaction 4469
2024-07-05 06:00:00,withdrawal,378.34,utilities,Transaction 4470
2024-07-05 07:00:00,withdrawal,207.22,utilities,Transaction 4471
2024-07-05 08:00:00,refund,425.64,groceries,Transaction 4472
2024-07-05 09:00:00,withdrawal,280.76,healthcare,Transaction 4473
2024-07-05 10:00:00,withdrawal,57.79,entertainment,Transaction 4474
2024-07-05 11:00:00,purchase,357.49,entertainment,Transaction 4475
2024-07-05 12:00:00,withdrawal,183.93,utilities,Transaction 4476
2024-07-05 13:00:00,refund,442.59,transport,Transaction 4477
2024-07-05 14:00:00,purchase,71.79,entertainment,Transaction 4478
2024-07-05 15:00:00,purchase,188.34,entertainment,Transaction 4479
2024-07-05 16:00:00,withdrawal,466.85,healthcare,Transaction 4480
2024-07-05 17:00:00,purchase,425.39,groceries,Transaction 4481
2024-07-05 18:00:00,purchase,162.38,transport,Transaction 4482
2024-07-05 19:00:00,purchase,246.95,groceries,Transaction 4483
2024-07-05 20:00:00,purchase,147.13,entertainment,Transaction 4484
2024-07-05 21:00:00,refund,357.36,transport,Transaction 4485
2024-07-05 22:00:00,withdrawal,241.38,entertainment,Transaction 4486
2024-07-05 23:00:00,withdrawal,177.5,utilities,Transaction 4487
2024-07-06 00:00:00,refund,203.45,healthcare,Transaction 4488
2024-07-06 01:00:00,withdrawal,196.68,utilities,Transaction 4489
2024-07-06 02:00:00,refund,268.63,transport,Transaction 4490
2024-07-06 03:00:00,refund,246.07,groceries,Transaction 4491
2024-07-06 04:00:00,withdrawal,375.99,entertainment,Transaction 4492
2024-07-06 05:00:00,refund,383.04,transport,Transaction 4493
2024-07-06 06:00:00,purchase,188.37,utilities,Transaction 4494
2024-07-06 07:00:00,purchase,418.06,healthcare,Transaction 4495
2024-07-06 08:00:00,refund,143.79,utilities,Transaction 4496
2024-07-06 09:00:00,refund,278.15,entertainment,Transaction 4497
2024-07-06 10:00:00,refund,47.29,transport,Transaction 4498
2024-07-06 11:00:00,withdrawal,142.42,entertainment,Transaction 4499
2024-07-06 12:00:00,withdrawal,170.47,healthcare,Transaction 4500
2024-07-06 13:00:00,purchase,148.23,entertainment,Transaction 4501
2024-07-06 14:00:00,refund,15.84,transport,Transaction 4502
2024-07-06 15:00:00,purchase,315.82,transport,Transaction 4503
2024-07-06 16:00:00,purchase,212.48,groceries,Transaction 4504
2024-07-06 17:00:00,purchase,190.91,groceries,Transaction 4505
2024-07-06 18:00:00,purchase,223.86,entertainment,Transaction 4506
2024-07-06 19:00:00,refund,11.51,entertainment,Transaction 4507
2024-07-06 20:00:00,purchase,317.65,utilities,Transaction 4508
2024-07-06 21:00:00,withdrawal,162.44,utilities,Transaction 4509
2024-07-06 22:00:00,purchase,486.32,groceries,Transaction 4510
2024-07-06 23:00:00,purchase,74.86,utilities,Transaction 4511
2024-07-07 00:00:00,purchase,332.8,transport,Transaction 4512
2024-07-07 01:00:00,purchase,302.98,utilities,Transaction 4513
2024-07-07 02:00:00,refund,338.98,transport,Transaction 4514
2024-07-07 03:00:00,purchase,334.63,transport,Transaction 4515
2024-07-07 04:00:00,purchase,115.23,entertainment,Transaction 4516
2024-07-07 05:00:00,purchase,188.5,groceries,Transaction 4517
2024-07-07 06:00:00,withdrawal,213.33,transport,Transaction 4518
2024-07-07 07:00:00,refund,472.71,groceries,Transaction 4519
2024-07-07 08:00:00,refund,386.29,entertainment,Transaction 4520
2024-07-07 09:00:00,withdrawal,429.33,transport,Transaction 4521
2024-07-07 10:00:00,purchase,225.57,groceries,Transaction 4522
2024-07-07 11:00:00,purchase,392.46,utilities,Transaction 4523
2024-07-07 12:00:00,purchase,346.15,groceries,Transaction 4524
2024-07-07 13:00:00,refund,297.92,healthcare,Transaction 4525
2024-07-07 14:00:00,refund,372.01,utilities,Transaction 4526
2024-07-07 15:00:00,refund,313.66,utilities,Transaction 4527
2024-07-07 16:00:00,refund,23.16,entertainment,Transaction 4528
2024-07-07 17:00:00,withdrawal,162.8,healthcare,Transaction 4529
2024-07-07 18:00:00,refund,55.47,entertainment,Transaction 4530
2024-07-07 19:00:00,purchase,78.93,entertainment,Transaction 4531
2024-07-07 20:00:00,withdrawal,263.92,healthcare,Transaction 4532
2024-07-07 21:00:00,withdrawal,190.92,healthcare,Transaction 4533
2024-07-07 22:00:00,withdrawal,248.64,healthcare,Transaction 4534
2024-07-07 23:00:00,purchase,470.2,entertainment,Transaction 4535
2024-07-08 00:00:00,withdrawal,270.89,entertainment,Transaction 4536
2024-07-08 01:00:00,withdrawal,86.21,utilities,Transaction 4537
2024-07-08 02:00:00,withdrawal,185.71,utilities,Transaction 4538
2024-07-08 03:00:00,refund,21.23,entertainment,Transaction 4539
2024-07-08 04:00:00,withdrawal,186.84,entertainment,Transaction 4540
2024-07-08 05:00:00,purchase,205.7,groceries,Transaction 4541
2024-07-08 06:00:00,purchase,485.61,transport,Transaction 4542
2024-07-08 07:00:00,withdrawal,252.51,utilities,Transaction 4543
2024-07-08 08:00:00,refund,94.9,utilities,Transaction 4544
2024-07-08 09:00:00,refund,407.82,utilities,Transaction 4545
2024-07-08 10:00:00,withdrawal,138.01,utilities,Transaction 4546
2024-07-08 11:00:00,withdrawal,391.24,transport,Transaction 4547
2024-07-08 12:00:00,withdrawal,25.76,healthcare,Transaction 4548
2024-07-08 13:00:00,withdrawal,85.21,transport,Transaction 4549
2024-07-08 14:00:00,refund,196.95,healthcare,Transaction 4550
2024-07-08 15:00:00,purchase,152.86,healthcare,Transaction 4551
2024-07-08 16:00:00,withdrawal,301.43,utilities,Transaction 4552
2024-07-08 17:00:00,withdrawal,175.92,healthcare,Transaction 4553
2024-07-08 18:00:00,refund,353.52,utilities,Transaction 4554
2024-07-08 19:00:00,purchase,392.21,groceries,Transaction 4555
2024-07-08 20:00:00,purchase,470.04,transport,Transaction 4556
2024-07-08 21:00:00,purchase,255.77,utilities,Transaction 4557
2024-07-08 22:00:00,refund,485.52,entertainment,Transaction 4558
2024-07-08 23:00:00,refund,33.96,groceries,Transaction 4559
2024-07-09 00:00:00,purchase,48.4,groceries,Transaction 4560
2024-07-09 01:00:00,purchase,5.12,healthcare,Transaction 4561
2024-07-09 02:00:00,refund,112.43,entertainment,Transaction 4562
2024-07-09 03:00:00,refund,168.32,entertainment,Transaction 4563
2024-07-09 04:00:00,purchase,39.0,healthcare,Transaction 4564
2024-07-09 05:00:00,refund,481.82,entertainment,Transaction 4565
2024-07-09 06:00:00,withdrawal,59.97,entertainment,Transaction 4566
2024-07-09 07:00:00,refund,86.7,healthcare,Transaction 4567
2024-07-09 08:00:00,refund,85.05,healthcare,Transaction 4568
2024-07-09 09:00:00,withdrawal,391.67,healthcare,Transaction 4569
2024-07-09 10:00:00,refund,262.97,utilities,Transaction 4570
2024-07-09 11:00:00,purchase,87.39,utilities,Transaction 4571
2024-07-09 12:00:00,withdrawal,156.13,utilities,Transaction 4572
2024-07-09 13:00:00,refund,112.84,utilities,Transaction 4573
2024-07-09 14:00:00,refund,412.89,healthcare,Transaction 4574
2024-07-09 15:00:00,purchase,120.13,utilities,Transaction 4575
2024-07-09 16:00:00,refund,371.35,healthcare,Transaction 4576
2024-07-09 17:00:00,purchase,417.57,transport,Transaction 4577
2024-07-09 18:00:00,purchase,109.51,healthcare,Transaction 4578
2024-07-09 19:00:00,refund,440.33,groceries,Transaction 4579
2024-07-09 20:00:00,purchase,62.39,entertainment,Transaction 4580
2024-07-09 21:00:00,refund,218.91,healthcare,Transaction 4581
2024-07-09 22:00:00,purchase,436.55,healthcare,Transaction 4582
2024-07-09 23:00:00,purchase,499.5,groceries,Transaction 4583
2024-07-10 00:00:00,refund,185.67,entertainment,Transaction 4584
2024-07-10 01:00:00,refund,409.13,groceries,Transaction 4585
2024-07-10 02:00:00,withdrawal,138.32,healthcare,Transaction 4586
2024-07-10 03:00:00,withdrawal,457.27,utilities,Transaction 4587
2024-07-10 04:00:00,refund,436.53,entertainment,Transaction 4588
2024-07-10 05:00:00,refund,254.86,healthcare,Transaction 4589
2024-07-10 06:00:00,purchase,352.07,utilities,Transaction 4590
2024-07-10 07:00:00,refund,271.67,transport,Transaction 4591
2024-07-10 08:00:00,purchase,365.55,groceries,Transaction 4592
2024-07-10 09:00:00,purchase,278.95,transport,Transaction 4593
2024-07-10 10:00:00,withdrawal,262.25,healthcare,Transaction 4594
2024-07-10 11:00:00,purchase,468.33,utilities,Transaction 4595
2024-07-10 12:00:00,refund,83.65,entertainment,Transaction 4596
2024-07-10 13:00:00,refund,96.52,entertainment,Transaction 4597
2024-07-10 14:00:00,refund,59.93,groceries,Transaction 4598
2024-07-10 15:00:00,refund,124.2,groceries,Transaction 4599
2024-07-10 16:00:00,purchase,31.91,transport,Transaction 4600
2024-07-10 17:00:00,withdrawal,112.76,groceries,Transaction 4601
2024-07-10 18:00:00,withdrawal,22.81,healthcare,Transaction 4602
2024-07-10 19:00:00,purchase,71.87,entertainment,Transaction 4603
2024-07-10 20:00:00,refund,420.91,entertainment,Transaction 4604
2024-07-10 21:00:00,refund,421.56,healthcare,Transaction 4605
2024-07-10 22:00:00,withdrawal,322.04,groceries,Transaction 4606
2024-07-10 23:00:00,purchase,458.54,utilities,Transaction 4607
2024-07-11 00:00:00,purchase,49.94,entertainment,Transaction 4608
2024-07-11 01:00:00,withdrawal,391.31,utilities,Transaction 4609
2024-07-11 02:00:00,refund,48.2,healthcare,Transaction 4610
2024-07-11 03:00:00,withdrawal,23.0,groceries,Transaction 4611
2024-07-11 04:00:00,refund,324.36,utilities,Transaction 4612
2024-07-11 05:00:00,refund,36.28,groceries,Transaction 4613
2024-07-11 06:00:00,withdrawal,388.61,groceries,Transaction 4614
2024-07-11 07:00:00,refund,329.93,transport,Transaction 4615
2024-07-11 08:00:00,refund,52.98,entertainment,Transaction 4616
2024-07-11 09:00:00,withdrawal,422.56,utilities,Transaction 4617
2024-07-11 10:00:00,withdrawal,15.2,utilities,Transaction 4618
2024-07-11 11:00:00,purchase,22.5,entertainment,Transaction 4619
2024-07-11 12:00:00,refund,281.83,transport,Transaction 4620
2024-07-11 13:00:00,purchase,71.13,utilities,Transaction 4621
2024-07-11 14:00:00,purchase,388.38,entertainment,Transaction 4622
2024-07-11 15:00:00,refund,413.52,transport,Transaction 4623
2024-07-11 16:00:00,purchase,182.15,groceries,Transaction 4624
2024-07-11 17:00:00,purchase,82.83,groceries,Transaction 4625
2024-07-11 18:00:00,purchase,446.95,groceries,Transaction 4626
2024-07-11 19:00:00,withdrawal,230.46,transport,Transaction 4627
2024-07-11 20:00:00,purchase,187.99,healthcare,Transaction 4628
2024-07-11 21:00:00,purchase,402.03,utilities,Transaction 4629
2024-07-11 22:00:00,purchase,271.83,healthcare,Transaction 4630
2024-07-11 23:00:00,withdrawal,55.21,utilities,Transaction 4631
2024-07-12 00:00:00,refund,347.99,transport,Transaction 4632
2024-07-12 01:00:00,purchase,193.32,healthcare,Transaction 4633
2024-07-12 02:00:00,refund,108.36,healthcare,Transaction 4634
2024-07-12 03:00:00,refund,317.76,entertainment,Transaction 4635
2024-07-12 04:00:00,withdrawal,494.84,healthcare,Transaction 4636
2024-07-12 05:00:00,refund,382.0,utilities,Transaction 4637
2024-07-12 06:00:00,purchase,225.29,transport,Transaction 4638
2024-07-12 07:00:00,refund,474.57,transport,Transaction 4639
2024-07-12 08:00:00,refund,376.28,groceries,Transaction 4640
2024-07-12 09:00:00,purchase,95.18,healthcare,Transaction 4641
2024-07-12 10:00:00,withdrawal,215.98,groceries,Transaction 4642
2024-07-12 11:00:00,refund,5.49,transport,Transaction 4643
2024-07-12 12:00:00,refund,141.21,transport,Transaction 4644
2024-07-12 13:00:00,refund,164.97,utilities,Transaction 4645
2024-07-12 14:00:00,refund,255.22,entertainment,Transaction 4646
2024-07-12 15:00:00,purchase,113.72,healthcare,Transaction 4647
2024-07-12 16:00:00,purchase,389.38,utilities,Transaction 4648
2024-07-12 17:00:00,refund,51.28,utilities,Transaction 4649
2024-07-12 18:00:00,withdrawal,473.27,transport,Transaction 4650
2024-07-12 19:00:00,refund,15.94,transport,Transaction 4651
2024-07-12 20:00:00,purchase,301.46,groceries,Transaction 4652
2024-07-12 21:00:00,purchase,226.68,groceries,Transaction 4653
2024-07-12 22:00:00,withdrawal,222.46,healthcare,Transaction 4654
2024-07-12 23:00:00,refund,254.68,transport,Transaction 4655
2024-07-13 00:00:00,purchase,155.26,transport,Transaction 4656
2024-07-13 01:00:00,withdrawal,334.14,healthcare,Transaction 4657
